# Generated by scripts/import-romance-lexicons.py; do not edit.
# Lexical pronunciation authority: Montreal Forced Aligner Spanish dictionaries.
# Pinned mfa-models commit: d6eff86a42c6a90b641e17dfdf7a16555b934483.
# Sources: dictionary/spanish/spain_mfa/spanish_spain_mfa.dict, dictionary/spanish/latin_america_mfa/spanish_latin_america_mfa.dict.
# Source MFA phones are retained verbatim after NFC normalization.
# word	dialect-membership	mfa-phones
proclamaría	latin-america	p r o k l a m a ɾ i a
proclamaría	latin-america	p ɾ o k l a m a ɾ i a
proclamas	latin-america	p r o k l a m a s
proclamas	spain+latin-america	p ɾ o k l a m a s
proclame	spain	p ɾ o k l a m e
proclamo	spain	p ɾ o k l a m o
proclamándose	latin-america	p r o k l a m ã n d̪ o s e
proclamándose	latin-america	p ɾ o k l a m ã n d̪ o s e
proclamándote	spain	p ɾ o k l a m ã n d̪ o t̪ e
proclamó	latin-america	p r o k l a m o
proclamó	spain+latin-america	p ɾ o k l a m o
proclive	latin-america	p r o c ʎ i β e
proclive	latin-america	p ɾ o c ʎ i β e
procomún	spain	p ɾ o k o m ũ n
procopio	spain+latin-america	p r o k o p j o
procopio	spain+latin-america	p ɾ o k o p j o
procreación	latin-america	p r o c r e a s j õ n
procreación	latin-america	p ɾ o c ɾ e a s j õ n
procreación	spain	p ɾ o c ɾ e a θ j õ n
procreado	latin-america	p r o c r e a ð o
procreado	latin-america	p ɾ o c ɾ e a ð o
procrear	latin-america	p r o c r e a r
procrear	latin-america	p ɾ o c ɾ e a ɾ
procrearon	latin-america	p ɾ o c ɾ e a ɾ õ n
procreó	latin-america	p r o c r e o
procreó	spain+latin-america	p ɾ o c ɾ e o
procura	spain+latin-america	p r o k u ɾ a
procura	spain+latin-america	p ɾ o k u ɾ a
procuraba	spain+latin-america	p r o k u ɾ a β a
procuraba	spain+latin-america	p ɾ o k u ɾ a β a
procuraban	spain+latin-america	p r o k u ɾ a β ã n
procuraban	spain+latin-america	p ɾ o k u ɾ a β ã n
procurabas	spain	p ɾ o k u ɾ a β a s
procuración	spain	p ɾ o k u ɾ a θ j õ n
procurad	latin-america	p ɾ o k u ɾ a
procurad	spain+latin-america	p ɾ o k u ɾ a ð
procurado	spain+latin-america	p r o k u ɾ a ð o
procurado	spain+latin-america	p ɾ o k u ɾ a ð o
procurador	latin-america	p r o k u ɾ a ð o
procurador	latin-america	p r o k u ɾ a ð o ɾ
procurador	latin-america	p ɾ o k u ɾ a ð o r
procurador	spain+latin-america	p r o k u ɾ a ð o r
procurador	spain+latin-america	p ɾ o k u ɾ a ð o ɾ
procuradora	latin-america	p r o k u ɾ a ð o ɾ a
procuradora	spain+latin-america	p ɾ o k u ɾ a ð o ɾ a
procuradores	latin-america	p r o k u ɾ a ð o ɾ e
procuradores	latin-america	p r o k u ɾ a ð o ɾ e h
procuradores	spain+latin-america	p r o k u ɾ a ð o ɾ e s
procuradores	spain+latin-america	p ɾ o k u ɾ a ð o ɾ e s
procuraduría	latin-america	p r o k u ɾ a ð u ɾ i a
procuraduría	spain+latin-america	p ɾ o k u ɾ a ð u ɾ i a
procuramos	spain	p ɾ o k u ɾ a m o s
procuran	latin-america	p r o k u ɾ ã n
procuran	spain+latin-america	p ɾ o k u ɾ ã n
procurando	spain+latin-america	p r o k u ɾ ã n d̪ o
procurando	spain+latin-america	p ɾ o k u ɾ ã n d̪ o
procurar	spain	p ɾ o k u ɾ a r
procurar	spain+latin-america	p r o k u ɾ a r
procurar	spain+latin-america	p r o k u ɾ a ɾ
procurar	spain+latin-america	p ɾ o k u ɾ a ɾ
procurara	spain	p ɾ o k u ɾ a ɾ a
procuraran	spain	p ɾ o k u ɾ a ɾ ã n
procuraremos	spain	p ɾ o k u ɾ a ɾ e m o s
procurarla	spain	p ɾ o k u ɾ a ɾ l a
procurarlas	spain	p ɾ o k u ɾ a ɾ l a s
procurarle	spain	p ɾ o k u ɾ a ɾ l e
procurarles	spain	p ɾ o k u ɾ a ɾ l e s
procurarlo	spain	p ɾ o k u ɾ a ɾ l o
procurarme	spain	p r o k u ɾ a ɾ m e
procurarme	spain	p ɾ o k u ɾ a ɾ m e
procurarnos	spain	p r o k u ɾ a r n o s
procurarnos	spain	p ɾ o k u ɾ a ɾ n o s
procuraron	latin-america	p r o k u ɾ a ɾ õ n
procuraron	spain+latin-america	p ɾ o k u ɾ a ɾ õ n
procuraros	spain	p ɾ o k u ɾ a ɾ o s
procurarse	latin-america	p ɾ o k u ɾ a r s e
procurarse	spain	p r o k u ɾ a r s e
procurarse	spain+latin-america	p ɾ o k u ɾ a ɾ s e
procurará	spain	p ɾ o k u ɾ a ɾ a
procurarán	spain	p ɾ o k u ɾ a ɾ ã n
procuraré	spain+latin-america	p r o k u ɾ a ɾ e
procuraré	spain+latin-america	p ɾ o k u ɾ a ɾ e
procuraréis	spain	p ɾ o k u ɾ a ɾ e j s
procuraría	spain	p r o k u ɾ a ɾ i a
procuraría	spain	p ɾ o k u ɾ a ɾ i a
procuraríamos	spain	p ɾ o k u ɾ a ɾ i a m o s
procurarían	spain	p ɾ o k u ɾ a ɾ i ã n
procuras	spain	p ɾ o k u ɾ a s
procurase	spain	p r o k u ɾ a s e
procurase	spain	p ɾ o k u ɾ a s e
procurasen	spain	p ɾ o k u ɾ a s ẽ n
procure	spain	p r o k u ɾ e
procure	spain	p ɾ o k u ɾ e
procuremos	spain	p ɾ o k u ɾ e m o s
procuren	spain	p ɾ o k u ɾ ẽ n
procures	spain	p ɾ o k u ɾ e s
procuro	spain	p ɾ o k u ɾ o
procurábamos	spain	p ɾ o k u ɾ a β a m o s
procuráis	spain	p ɾ o k u ɾ a j s
procurándolo	spain	p ɾ o k u ɾ ã n d̪ o l o
procurándome	latin-america	p r o k u ɾ ã n d̪ o m e
procurándome	spain+latin-america	p ɾ o k u ɾ ã n d̪ o m e
procurándonos	spain	p ɾ o k u ɾ ã n d̪ o n o s
procurándose	spain	p ɾ o k u ɾ ã n d̪ o s e
procurármela	spain	p ɾ o k u ɾ a ɾ m e l a
procurármelo	spain	p ɾ o k u ɾ a ɾ m e l o
procurárselo	spain	p ɾ o k u ɾ a ɾ s e l o
procurásemos	spain	p ɾ o k u ɾ a s e m o s
procuré	spain+latin-america	p ɾ o k u ɾ e
procuréis	spain	p ɾ o k u ɾ e j s
procurémonos	spain	p ɾ o k u ɾ e m o n o s
procuró	spain+latin-america	p r o k u ɾ o
procuró	spain+latin-america	p ɾ o k u ɾ o
procónsul	latin-america	p r o k õ n s u l
procónsul	spain+latin-america	p ɾ o k õ n s u l
prodiga	spain	p ɾ o ð i ɣ a
prodigaba	spain	p ɾ o ð i ɣ a β a
prodigaban	spain	p ɾ o ð i ɣ a β ã n
prodigadas	spain	p ɾ o ð i ɣ a ð a s
prodigado	spain	p ɾ o ð i ɣ a ð o
prodigados	spain	p ɾ o ð i ɣ a ð o s
prodigalidad	latin-america	p r o ð i ɣ a ʎ i ð a ð
prodigalidad	spain+latin-america	p ɾ o ð i ɣ a ʎ i ð a ð
prodigan	spain	p ɾ o ð i ɣ ã n
prodigando	spain	p ɾ o ð i ɣ ã n d̪ o
prodigar	spain	p ɾ o ð i ɣ a ɾ
prodigara	spain	p ɾ o ð i ɣ a ɾ a
prodigarle	spain	p ɾ o ð i ɣ a ɾ l e
prodigarme	spain	p ɾ o ð i ɣ a ɾ m e
prodigaron	spain	p ɾ o ð i ɣ a ɾ õ n
prodigarse	spain	p ɾ o ð i ɣ a ɾ s e
prodigarte	spain	p ɾ o ð i ɣ a ɾ t̪ e
prodigarían	spain	p ɾ o ð i ɣ a ɾ i ã n
prodigio	latin-america	p r o ð i ç j o
prodigio	spain+latin-america	p ɾ o ð i ç j o
prodigios	latin-america	p r o ð i ç j o s
prodigios	latin-america	p ɾ o ð i ç j o h
prodigios	spain+latin-america	p ɾ o ð i ç j o s
prodigiosa	latin-america	p r o ð i ç j o s a
prodigiosa	spain+latin-america	p ɾ o ð i ç j o s a
prodigiosamente	spain	p ɾ o ð i ç j o s a m ẽ n t̪ e
prodigiosas	spain	p r o ð i ç j o s a s
prodigiosas	spain+latin-america	p ɾ o ð i ç j o s a s
prodigioso	latin-america	p r o ð i ç j o s o
prodigioso	spain+latin-america	p ɾ o ð i ç j o s o
prodigiosos	spain	p ɾ o ð i ç j o s o s
prodigándole	spain	p ɾ o ð i ɣ ã n d̪ o l e
prodigándoles	spain	p ɾ o ð i ɣ ã n d̪ o l e s
prodigó	latin-america	p r o ð i ɣ o
prodigó	spain+latin-america	p ɾ o ð i ɣ o
producciones	latin-america	p r o ð u ɣ s j o n e
producciones	latin-america	p r o ð u ɣ s j o n e h
producciones	latin-america	p r o ð u ɣ s j o n e s
producciones	latin-america	p ɾ o ð u ɣ s j o n e
producciones	latin-america	p ɾ o ð u ɣ s j o n e h
producciones	latin-america	p ɾ o ð u ɣ s j o n e s
producciones	spain	p r o ð u ɣ θ j o n e s
producciones	spain	p ɾ o ð u ɣ θ j o n e s
producción	latin-america	p r o ð u ɣ s j õ
producción	latin-america	p r o ð u ɣ s j õ n
producción	latin-america	p ɾ o ð u ɣ s j õ
producción	latin-america	p ɾ o ð u ɣ s j õ n
producción	spain	p ɾ o ð u ɣ θ j õ n
produce	latin-america	p ɾ o ð u s e
produce	spain	p r o ð u θ e
produce	spain	p ɾ o ð u θ e
produce	spain+latin-america	p r o ð u s e
producen	latin-america	p r o ð u s ẽ
producen	latin-america	p ɾ o ð u s ẽ n
producen	spain	p ɾ o ð u θ ẽ n
producen	spain+latin-america	p r o ð u s ẽ n
producida	latin-america	p r o ð u s i ð a
producida	latin-america	p ɾ o ð u s i ð a
producida	spain	p r o ð u θ i ð a
producida	spain	p ɾ o ð u θ i ð a
producidas	latin-america	p r o ð u s i ð a
producidas	latin-america	p r o ð u s i ð a h
producidas	latin-america	p r o ð u s i ð a s
producidas	latin-america	p ɾ o ð u s i ð a s
producidas	spain	p ɾ o ð u θ i ð a s
producido	latin-america	p r o ð u s i ð o
producido	latin-america	p ɾ o ð u s i ð o
producido	spain	p r o ð u θ i ð o
producido	spain	p ɾ o ð u θ i ð o
producidos	latin-america	p r o ð u s i ð o
producidos	latin-america	p r o ð u s i ð o h
producidos	latin-america	p r o ð u s i ð o s
producidos	latin-america	p ɾ o ð u s i ð o
producidos	latin-america	p ɾ o ð u s i ð o h
producidos	latin-america	p ɾ o ð u s i ð o s
producidos	spain	p ɾ o ð u θ i ð o s
produciendo	latin-america	p r o ð u s j ẽ n d̪ o
produciendo	latin-america	p ɾ o ð u s j ẽ n d̪ o
produciendo	spain	p r o ð u θ j ẽ n d̪ o
produciendo	spain	p ɾ o ð u θ j ẽ n d̪ o
producir	latin-america	p r o ð u s i
producir	latin-america	p r o ð u s i r
producir	latin-america	p r o ð u s i ɾ
producir	latin-america	p ɾ o ð u s i ɾ
producir	spain	p r o ð u θ i ɾ
producir	spain	p ɾ o ð u θ i ɾ
producirle	spain	p ɾ o ð u θ i ɾ l e
producirme	spain	p ɾ o ð u θ i ɾ m e
producirse	latin-america	p r o ð u s i ɾ s e
producirse	latin-america	p ɾ o ð u s i ɾ s e
producirse	spain	p ɾ o ð u θ i ɾ s e
producirá	latin-america	p r o ð u s i ɾ a
producirá	latin-america	p ɾ o ð u s i ɾ a
producirá	spain	p ɾ o ð u θ i ɾ a
producirán	latin-america	p r o ð u s i ɾ ã n
producirán	latin-america	p ɾ o ð u s i ɾ ã n
producirán	spain	p ɾ o ð u θ i ɾ ã n
produciría	latin-america	p r o ð u s i ɾ i a
produciría	spain	p ɾ o ð u θ i ɾ i a
produciría	spain+latin-america	p ɾ o ð u s i ɾ i a
producirían	latin-america	p r o ð u s i ɾ i ã n
producirían	latin-america	p ɾ o ð u s i ɾ i ã n
produciéndome	spain	p ɾ o ð u θ j ẽ n d̪ o m e
productiva	latin-america	p r o ð u ɣ t̪ i β a
productiva	spain+latin-america	p ɾ o ð u ɣ t̪ i β a
productivas	latin-america	p r o ð u ɣ t̪ i β a
productivas	latin-america	p r o ð u ɣ t̪ i β a s
productivas	latin-america	p ɾ o ð u ɣ t̪ i β a
productivas	spain+latin-america	p ɾ o ð u ɣ t̪ i β a s
productividad	latin-america	p r o ð u ɣ t̪ i β i ð a
productividad	latin-america	p r o ð u ɣ t̪ i β i ð a ð
productividad	latin-america	p ɾ o ð u ɣ t̪ i β i ð a
productividad	spain+latin-america	p ɾ o ð u ɣ t̪ i β i ð a ð
productivo	latin-america	p r o ð u ɣ t̪ i β o
productivo	spain+latin-america	p ɾ o ð u ɣ t̪ i β o
productivos	latin-america	p r o ð u ɣ t̪ i β o
productivos	latin-america	p r o ð u ɣ t̪ i β o s
productivos	spain+latin-america	p ɾ o ð u ɣ t̪ i β o s
producto	spain+latin-america	p r o ð u ɣ t̪ o
producto	spain+latin-america	p ɾ o ð u ɣ t̪ o
productor	latin-america	p r o ð u ɣ t̪ o
productor	latin-america	p r o ð u ɣ t̪ o r
productor	latin-america	p r o ð u ɣ t̪ o ɾ
productor	latin-america	p ɾ o ð u ɣ t̪ o
productor	latin-america	p ɾ o ð u ɣ t̪ o r
productor	spain+latin-america	p ɾ o ð u ɣ t̪ o ɾ
productora	latin-america	p r o ð u ɣ t̪ o ɾ a
productora	spain+latin-america	p ɾ o ð u ɣ t̪ o ɾ a
productoras	latin-america	p r o ð u ɣ t̪ o ɾ a h
productoras	latin-america	p r o ð u ɣ t̪ o ɾ a s
productoras	latin-america	p ɾ o ð u ɣ t̪ o ɾ a
productoras	spain+latin-america	p ɾ o ð u ɣ t̪ o ɾ a s
productores	latin-america	p r o ð u ɣ t̪ o ɾ e
productores	latin-america	p r o ð u ɣ t̪ o ɾ e h
productores	latin-america	p r o ð u ɣ t̪ o ɾ e s
productores	latin-america	p ɾ o ð u ɣ t̪ o ɾ e
productores	spain+latin-america	p ɾ o ð u ɣ t̪ o ɾ e s
productos	latin-america	p r o ð u ɣ t̪ o
productos	latin-america	p r o ð u ɣ t̪ o h
productos	latin-america	p ɾ o ð u ɣ t̪ o
productos	latin-america	p ɾ o ð u ɣ t̪ o h
productos	spain+latin-america	p r o ð u ɣ t̪ o s
productos	spain+latin-america	p ɾ o ð u ɣ t̪ o s
producía	latin-america	p ɾ o ð u s i a
producía	spain	p r o ð u θ i a
producía	spain	p ɾ o ð u θ i a
producía	spain+latin-america	p r o ð u s i a
producíale	spain	p ɾ o ð u θ i a l e
producían	latin-america	p r o ð u s i ã n
producían	latin-america	p ɾ o ð u s i ã n
producían	spain	p ɾ o ð u θ i ã n
produje	spain	p ɾ o ð u ç e
produjera	spain+latin-america	p r o ð u ç e ɾ a
produjera	spain+latin-america	p ɾ o ð u ç e ɾ a
produjeran	spain	p ɾ o ð u ç e ɾ ã n
produjeron	latin-america	p r o ð u ç e ɾ õ
produjeron	latin-america	p r o ð u ç e ɾ õ n
produjeron	spain+latin-america	p ɾ o ð u ç e ɾ õ n
produjese	latin-america	p r o ð u ç e s e
produjese	spain+latin-america	p ɾ o ð u ç e s e
produjo	spain+latin-america	p r o ð u x o
produjo	spain+latin-america	p ɾ o ð u x o
produzca	latin-america	p r o ð u s k a
produzca	latin-america	p ɾ o ð u s k a
produzca	spain	p ɾ o ð u θ k a
produzcan	latin-america	p r o ð u s k ã
produzcan	latin-america	p r o ð u s k ã n
produzcan	latin-america	p ɾ o ð u s k ã
produzcan	latin-america	p ɾ o ð u s k ã n
produzcan	spain	p ɾ o ð u θ k ã n
proemio	spain	p ɾ o e m j o
proeza	spain	p ɾ o e θ a
proezas	spain	p r o e θ a s
proezas	spain	p ɾ o e θ a s
profana	latin-america	p r o f a n a
profana	spain+latin-america	p ɾ o f a n a
profanaba	spain	p ɾ o f a n a β a
profanaban	spain	p ɾ o f a n a β ã n
profanaciones	spain	p ɾ o f a n a θ j o n e s
profanación	latin-america	p r o f a n a s j õ
profanación	latin-america	p r o f a n a s j õ n
profanación	latin-america	p ɾ o f a n a s j õ n
profanación	spain	p ɾ o f a n a θ j õ n
profanada	latin-america	p r o f a n a ð a
profanada	spain+latin-america	p ɾ o f a n a ð a
profanado	spain+latin-america	p r o f a n a ð o
profanado	spain+latin-america	p ɾ o f a n a ð o
profanador	spain	p ɾ o f a n a ð o ɾ
profanadores	spain	p ɾ o f a n a ð o ɾ e s
profanados	spain	p ɾ o f a n a ð o s
profanan	spain	p ɾ o f a n a n
profanando	spain	p ɾ o f a n ã n d̪ o
profanar	spain	p ɾ o f a n a ɾ
profanaran	spain	p ɾ o f a n a ɾ ã n
profanaren	spain	p ɾ o f a n a ɾ ẽ n
profanarlo	spain	p ɾ o f a n a ɾ l o
profanaron	spain	p ɾ o f a n a ɾ õ n
profanarán	spain	p ɾ o f a n a ɾ ã n
profanarás	spain	p ɾ o f a n a ɾ a s
profanas	spain+latin-america	p r o f a n a s
profanas	spain+latin-america	p ɾ o f a n a s
profanase	spain	p ɾ o f a n a s e
profanasteis	spain	p ɾ o f a n a s t̪ e j s
profano	spain+latin-america	p r o f a n o
profano	spain+latin-america	p ɾ o f a n o
profanos	latin-america	p ɾ o f a n o h
profanos	spain+latin-america	p r o f a n o s
profanos	spain+latin-america	p ɾ o f a n o s
profanó	spain	p ɾ o f a n o
profe	latin-america	p r o f e
profe	spain+latin-america	p ɾ o f e
profecía	latin-america	p r o f e s i a
profecía	latin-america	p ɾ o f e s i a
profecía	spain	p ɾ o f e θ i a
profecías	latin-america	p r o f e s i a
profecías	latin-america	p ɾ o f e s i a s
profecías	spain	p ɾ o f e θ i a s
profecías	spain+latin-america	p r o f e s i a s
proferidas	spain	p ɾ o f e ɾ i ð a s
proferido	spain	p r o f e ɾ i ð o
proferido	spain	p ɾ o f e ɾ i ð o
proferidos	spain	p ɾ o f e ɾ i ð o s
proferir	spain+latin-america	p ɾ o f e ɾ i ɾ
proferirá	spain	p ɾ o f e ɾ i ɾ a
proferirán	spain	p ɾ o f e ɾ i ɾ ã n
proferiste	spain	p ɾ o f e ɾ i s t̪ e
proferí	spain	p ɾ o f e ɾ i
profería	spain+latin-america	p ɾ o f e ɾ i a
proferían	spain	p ɾ o f e ɾ i ã n
profesa	spain+latin-america	p r o f e s a
profesa	spain+latin-america	p ɾ o f e s a
profesaba	spain+latin-america	p r o f e s a β a
profesaba	spain+latin-america	p ɾ o f e s a β a
profesaban	spain	p r o f e s a β ã n
profesaban	spain	p ɾ o f e s a β ã n
profesadas	spain	p ɾ o f e s a ð a s
profesado	spain	p ɾ o f e s a ð o
profesamos	spain	p r o f e s a m o s
profesamos	spain	p ɾ o f e s a m o s
profesan	latin-america	p r o f e s ã n
profesan	spain+latin-america	p ɾ o f e s ã n
profesando	spain	p ɾ o f e s ã n d̪ o
profesar	latin-america	p r o f e s a
profesar	spain+latin-america	p ɾ o f e s a ɾ
profesaron	spain	p ɾ o f e s a ɾ õ n
profesará	spain	p ɾ o f e s a ɾ a
profesas	spain	p ɾ o f e s a s
profesase	spain	p ɾ o f e s a s e
profese	spain	p ɾ o f e s
profesen	spain	p ɾ o f e s ẽ n
profesional	latin-america	p r o f e s j o n a l
profesional	spain+latin-america	p ɾ o f e s j o n a l
profesionales	latin-america	p r o f e s j o n a l e
profesionales	latin-america	p r o f e s j o n a l e h
profesionales	latin-america	p r o f e s j o n a l e s
profesionales	latin-america	p ɾ o f e s j o n a l e
profesionales	latin-america	p ɾ o f e s j o n a l e h
profesionales	spain+latin-america	p ɾ o f e s j o n a l e s
profesionalidad	latin-america	p r o f e s j o n a ʎ i ð a
profesionalidad	latin-america	p r o f e s j o n a ʎ i ð a ð
profesionalidad	latin-america	p ɾ o f e s j o n a ʎ i ð a
profesionalidad	latin-america	p ɾ o f e s j o n a ʎ i ð a ð
profesionalismo	latin-america	p r o f e s j o n a ʎ i z m o
profesionalismo	spain+latin-america	p ɾ o f e s j o n a ʎ i z m o
profesionalización	latin-america	p r o f e s j o n a ʎ i s a s j õ
profesionalización	latin-america	p r o f e s j o n a ʎ i s a s j õ n
profesionalización	latin-america	p ɾ o f e s j o n a ʎ i s a s j õ n
profesionalmente	latin-america	p r o f e s j o n a l m ẽ n t̪ e
profesionalmente	spain+latin-america	p ɾ o f e s j o n a l m ẽ n t̪ e
profesiones	latin-america	p r o f e s j o n e
profesiones	latin-america	p r o f e s j o n e s
profesiones	spain+latin-america	p ɾ o f e s j o n e s
profesionistas	latin-america	p r o f e s j o ɲ i s t̪ a s
profesionistas	latin-america	p ɾ o f e s j o ɲ i s t̪ a s
profesión	latin-america	p r o f e s j õ
profesión	spain+latin-america	p r o f e s j õ n
profesión	spain+latin-america	p ɾ o f e s j õ n
profeso	spain+latin-america	p r o f e s o
profeso	spain+latin-america	p ɾ o f e s o
profesor	latin-america	p r o f e s o
profesor	latin-america	p r o f e s o r
profesor	latin-america	p r o f e s o ɾ
profesor	latin-america	p ɾ o f e s o
profesor	spain+latin-america	p ɾ o f e s o r
profesor	spain+latin-america	p ɾ o f e s o ɾ
profesora	latin-america	p r o f e s o ɾ a
profesora	spain+latin-america	p ɾ o f e s o ɾ a
profesorado	latin-america	p r o f e s o ɾ a ð o
profesorado	spain+latin-america	p ɾ o f e s o ɾ a ð o
profesoras	latin-america	p r o f e s o ɾ a s
profesoras	spain+latin-america	p ɾ o f e s o ɾ a s
profesores	latin-america	p r o f e s o ɾ e
profesores	latin-america	p r o f e s o ɾ e h
profesores	latin-america	p r o f e s o ɾ e s
profesores	spain+latin-america	p ɾ o f e s o ɾ e s
profesáis	spain	p ɾ o f e s a j s
profesó	latin-america	p r o f e s o
profesó	spain+latin-america	p ɾ o f e s o
profeta	spain+latin-america	p r o f e t̪ a
profeta	spain+latin-america	p ɾ o f e t̪ a
profetas	spain+latin-america	p r o f e t̪ a s
profetas	spain+latin-america	p ɾ o f e t̪ a s
profeticé	spain	p ɾ o f e t̪ i θ e
profeticéis	spain	p ɾ o f e t̪ i θ e j s
profetisa	spain	p ɾ o f e t̪ i s a
profetiza	spain	p ɾ o f e t̪ i θ a
profetizaba	spain	p ɾ o f e t̪ i θ a β a
profetizaban	spain	p ɾ o f e t̪ i θ a β ã n
profetizada	spain	p ɾ o f e t̪ i θ a ð a
profetizadas	spain	p ɾ o f e t̪ i θ a ð a s
profetizado	spain	p ɾ o f e t̪ i θ a ð o
profetizan	spain	p r o f e t̪ i s ã n
profetizan	spain	p ɾ o f e t̪ i θ ã n
profetizando	spain	p ɾ o f e t̪ i θ ã n d̪ o
profetizar	spain	p ɾ o f e t̪ i θ a ɾ
profetizaron	spain	p ɾ o f e t̪ i θ a ɾ õ n
profetizarán	spain	p ɾ o f e t̪ i θ a ɾ ã n
profetizarás	spain	p ɾ o f e t̪ i θ a ɾ a s
profetizó	spain	p ɾ o f e t̪ i θ o
profiere	spain	p ɾ o f i e ɾ e
profieren	spain	p ɾ o f i e ɾ ẽ n
profilaxis	latin-america	p r o f i l a ɣ s i s
profilaxis	latin-america	p ɾ o f i l a ɣ s i s
profiriendo	spain	p ɾ o f i ɾ j ẽ n d̪ o
profiriera	spain	p ɾ o f i ɾ j e ɾ a
